Name,ShortName
松潘县,松潘
九寨沟县,九寨沟
金川县,金川
小金县,小金
黑水县,黑水
马尔康县,马尔康
壤塘县,壤塘
阿坝县,阿坝
若尔盖县,若尔盖
红原县,红原
甘孜藏族自治州,甘孜
康定县,康定
泸定县,泸定
丹巴县,丹巴
九龙县,九龙
雅江县,雅江
道孚县,道孚
炉霍县,炉霍
甘孜县,甘孜
新龙县,新龙
德格县,德格
白玉县,白玉
石渠县,石渠
色达县,色达
理塘县,理塘
巴塘县,巴塘
乡城县,乡城
稻城县,稻城
得荣县,得荣
凉山彝族自治州,凉山
西昌市,西昌
木里藏族自治县,木里
盐源县,盐源
德昌县,德昌
会理县,会理
会东县,会东
宁南县,宁南
普格县,普格
布拖县,布拖
金阳县,金阳
昭觉县,昭觉
喜德县,喜德
冕宁县,冕宁
越西县,越西
甘洛县,甘洛
美姑县,美姑
雷波县,雷波
贵州省,贵州
贵阳市,贵阳
南明区,南明
云岩区,云岩
花溪区,花溪
乌当区,乌当
白云区,白云
观山湖区,观山湖
开阳县,开阳
息烽县,息烽
修文县,修文
清镇市,清镇
六盘水市,六盘水
钟山区,钟山
六枝特区,六枝
水城县,水城
盘县,盘县
遵义市,遵义
红花岗区,红花岗
汇川区,汇川
遵义县,遵义
桐梓县,桐梓
绥阳县,绥阳
正安县,正安
道真仡佬族苗族自治县,道真
务川仡佬族苗族自治县,务川
凤冈县,凤冈
湄潭县,湄潭
余庆县,余庆
习水县,习水
赤水市,赤水
仁怀市,仁怀
安顺市,安顺
西秀区,西秀
平坝区,平坝
普定县,普定
镇宁布依族苗族自治县,镇宁
关岭布依族苗族自治县,关岭
紫云苗族布依族自治县,紫云
毕节市,毕节
七星关区,七星关
大方县,大方
黔西县,黔西
金沙县,金沙
织金县,织金
纳雍县,纳雍
威宁彝族回族苗族自治县,威宁
赫章县,赫章
铜仁市,铜仁
碧江区,碧江
万山区,万山
江口县,江口
玉屏侗族自治县,玉屏
石阡县,石阡
思南县,思南
印江土家族苗族自治县,印江
德江县,德江
沿河土家族自治县,沿河
松桃苗族自治县,松桃
黔西南布依族苗族自治州,黔西南
兴义市 ,兴义
兴仁县,兴仁
普安县,普安
晴隆县,晴隆
贞丰县,贞丰
望谟县,望谟
册亨县,册亨
安龙县,安龙
黔东南苗族侗族自治州,黔东南
凯里市,凯里
黄平县,黄平
施秉县,施秉
三穗县,三穗
镇远县,镇远
岑巩县,岑巩
天柱县,天柱
锦屏县,锦屏
剑河县,剑河
台江县,台江
黎平县,黎平
榕江县,榕江
从江县,从江
雷山县,雷山
麻江县,麻江
丹寨县,丹寨
黔南布依族苗族自治州,黔南
都匀市,都匀
福泉市,福泉
荔波县,荔波
贵定县,贵定
瓮安县,瓮安
独山县,独山
平塘县,平塘
罗甸县,罗甸
长顺县,长顺
龙里县,龙里
惠水县,惠水
三都水族自治县,三都
云南省,云南
昆明市,昆明
五华区,五华
盘龙区,盘龙
官渡区,官渡
西山区,西山
东川区,东川
呈贡区,呈贡
晋宁县,晋宁
富民县,富民
宜良县,宜良
石林彝族自治县,石林
嵩明县,嵩明
禄劝彝族苗族自治县,禄劝
寻甸回族彝族自治县 ,寻甸
安宁市,安宁
曲靖市,曲靖
麒麟区,麒麟
马龙县,马龙
陆良县,陆良
师宗县,师宗
罗平县,罗平
富源县,富源
会泽县,会泽
沾益县,沾益
宣威市,宣威
玉溪市,玉溪
红塔区,红塔
江川县,江川
澄江县,澄江
通海县,通海
华宁县,华宁
易门县,易门
峨山彝族自治县,峨山
新平彝族傣族自治县,新平
元江哈尼族彝族傣族自治县,元江
保山市,保山
隆阳区,隆阳
施甸县,施甸
腾冲县,腾冲
龙陵县,龙陵
昌宁县,昌宁
昭通市,昭通
昭阳区,昭阳
鲁甸县,鲁甸
巧家县,巧家
盐津县,盐津
大关县,大关
永善县,永善
绥江县,绥江
镇雄县,镇雄
彝良县,彝良
威信县,威信
水富县,水富
丽江市,丽江
古城区,古城
玉龙纳西族自治县,玉龙
永胜县,永胜
华坪县,华坪
宁蒗彝族自治县,宁蒗
普洱市,普洱
思茅区,思茅
宁洱哈尼族彝族自治县,宁洱
墨江哈尼族自治县,墨江
景东彝族自治县,景东
景谷傣族彝族自治县,景谷
镇沅彝族哈尼族拉祜族自治县,镇沅
江城哈尼族彝族自治县,江城
孟连傣族拉祜族佤族自治县,孟连
澜沧拉祜族自治县,澜沧
西盟佤族自治县,西盟
临沧市,临沧
临翔区,临翔
凤庆县,凤庆
云县,云县
永德县,永德
镇康县,镇康
双江拉祜族佤族布朗族傣族自治县,双江
耿马傣族佤族自治县,耿马
沧源佤族自治县,沧源
楚雄彝族自治州,楚雄
楚雄市,楚雄
双柏县,双柏
牟定县,牟定
南华县,南华
姚安县,姚安
大姚县,大姚
永仁县,永仁
元谋县,元谋
武定县,武定
禄丰县,禄丰
红河哈尼族彝族自治州,红河
个旧市,个旧
开远市,开远
蒙自市,蒙自
弥勒市,弥勒
屏边苗族自治县,屏边
建水县,建水
石屏县,石屏
泸西县,泸西
元阳县,元阳
红河县,红河县
金平苗族瑶族傣族自治县,金平
绿春县,绿春
河口瑶族自治县,河口
文山壮族苗族自治州,文山
文山市,文山
砚山县,砚山
西畴县,西畴
麻栗坡县,麻栗坡
马关县,马关
丘北县,丘北
广南县,广南
富宁县,富宁
西双版纳傣族自治州,西双版纳
景洪市,景洪
勐海县,勐海
勐腊县,勐腊
大理白族自治州,大理
大理市,大理
漾濞彝族自治县,漾濞
祥云县,祥云
宾川县,宾川
弥渡县,弥渡
南涧彝族自治县,南涧
巍山彝族回族自治县,巍山
永平县,永平
云龙县,云龙
洱源县,洱源
剑川县,剑川
鹤庆县,鹤庆
德宏傣族景颇族自治州,德宏
瑞丽市,瑞丽
芒市,芒市
梁河县,梁河
盈江县,盈江
陇川县,陇川
怒江傈僳族自治州,怒江
泸水县,泸水
福贡县,福贡
贡山独龙族怒族自治县,贡山
兰坪白族普米族自治县,兰坪
迪庆藏族自治州,迪庆
香格里拉市,香格里拉
德钦县,德钦
维西傈僳族自治县,维西
西藏自治区,西藏
拉萨市,拉萨
城关区,城关
林周县,林周
当雄县,当雄
尼木县,尼木
曲水县,曲水
堆龙德庆县,堆龙德庆
达孜县,达孜
墨竹工卡县,墨竹工卡
日喀则市,日喀则
桑珠孜区,桑珠孜
南木林县,南木林
江孜县,江孜
定日县,定日
萨迦县,萨迦
拉孜县,拉孜
昂仁县,昂仁
谢通门县,谢通门
白朗县,白朗
仁布县,仁布
康马县,康马
定结县,定结
仲巴县,仲巴
亚东县,亚东
吉隆县,吉隆
聂拉木县,聂拉木
萨嘎县,萨嘎
岗巴县,岗巴
昌都市,昌都
卡若区,昌都
江达县,江达
贡觉县,贡觉
类乌齐县,类乌齐
丁青县,丁青
察雅县,察雅
八宿县,八宿
左贡县,左贡
芒康县,芒康
洛隆县,洛隆
边坝县,边坝
山南地区,山南
乃东县,乃东
扎囊县,扎囊
贡嘎县,贡嘎
桑日县,桑日
琼结县,琼结
曲松县,曲松
措美县,措美
洛扎县,洛扎
加查县,加查
隆子县,隆子
错那县,错那
浪卡子县,浪卡子
那曲地区,那曲
那曲县,那曲
嘉黎县,嘉黎
比如县,比如
聂荣县,聂荣
安多县,安多
申扎县,申扎
索县,索县
班戈县,班戈
巴青县,巴青
尼玛县,尼玛
双湖县,双湖
阿里地区,阿里
普兰县,普兰
札达县,札达
噶尔县,噶尔
日土县,日土
革吉县,革吉
改则县,改则
措勤县,措勤
林芝地区,林芝
林芝县,林芝
工布江达县,工布江达
米林县,米林
墨脱县,墨脱
波密县,波密
察隅县,察隅
朗县,朗县
陕西省,陕西
西安市,西安
新城区,新城
碑林区,碑林
莲湖区,莲湖
灞桥区,灞桥
未央区,未央
雁塔区,雁塔
阎良区,阎良
临潼区,临潼
长安区,长安
蓝田县,蓝田
周至县,周至
户县,户县
高陵区,高陵
铜川市,铜川
王益区,王益
印台区,印台
耀州区,耀州
宜君县,宜君
宝鸡市,宝鸡
渭滨区,渭滨
金台区,金台
陈仓区,陈仓
凤翔县,凤翔
岐山县,岐山
扶风县,扶风
眉县,眉县
陇县,陇县
千阳县,千阳
麟游县,麟游
凤县,凤县
太白县,太白
咸阳市,咸阳
秦都区,秦都
杨陵区,杨陵
渭城区,渭城
三原县,三原
泾阳县,泾阳
乾县,乾县
礼泉县,礼泉
永寿县,永寿
彬县,彬县
长武县,长武
旬邑县,旬邑
淳化县,淳化
武功县,武功
兴平市,兴平
渭南市,渭南
临渭区,临渭
华县,华县
潼关县,潼关
大荔县,大荔
合阳县,合阳
澄城县,澄城
蒲城县,蒲城
白水县,白水
富平县,富平
韩城市,韩城
华阴市,华阴
延安市,延安
宝塔区,宝塔
延长县,延长
延川县,延川
子长县,子长
安塞县,安塞
志丹县,志丹
吴起县,吴起
甘泉县,甘泉
富县,富县
洛川县,洛川
宜川县,宜川
黄龙县,黄龙
黄陵县,黄陵
汉中市,汉中
汉台区,汉台
南郑县,南郑
城固县,城固
洋县,洋县
西乡县,西乡
勉县,勉县
宁强县,宁强
略阳县,略阳
镇巴县,镇巴
留坝县,留坝
佛坪县,佛坪
榆林市,榆林
榆阳区,榆阳
神木县,神木
府谷县,府谷
横山县,横山
靖边县,靖边
定边县,定边
绥德县,绥德
米脂县,米脂
佳县,佳县
吴堡县,吴堡
清涧县,清涧
子洲县,子洲
安康市,安康
汉滨区,汉滨
汉阴县,汉阴
石泉县,石泉
宁陕县,宁陕
紫阳县,紫阳
岚皋县,岚皋
平利县,平利
镇坪县,镇坪
旬阳县,旬阳
白河县,白河
商洛市,商洛
商州区,商州
洛南县,洛南
丹凤县,丹凤
商南县,商南
山阳县,山阳
镇安县,镇安
柞水县,柞水
西咸新区,西咸
空港新城,空港
沣东新城,沣东
秦汉新城,秦汉
沣西新城,沣西
泾河新城,泾河
甘肃省,甘肃
兰州市,兰州
城关区,城关
七里河区,七里河
西固区,西固
安宁区,安宁
红古区,红古
永登县,永登
皋兰县,皋兰
榆中县,榆中
嘉峪关市,嘉峪关
雄关区,雄关
长城区,长城
镜铁区,镜铁
金昌市,金昌
金川区,金川
永昌县,永昌
白银市,白银
白银区,白银
平川区,平川
靖远县,靖远
会宁县,会宁
景泰县,景泰
天水市,天水
秦州区,秦州
麦积区,麦积
清水县,清水
秦安县,秦安
甘谷县,甘谷
武山县,武山
张家川回族自治县,张家川
武威市,武威
凉州区,凉州
民勤县,民勤
古浪县,古浪
天祝藏族自治县,天祝
张掖市,张掖
甘州区,甘州
肃南裕固族自治县,肃南
民乐县,民乐
临泽县,临泽
高台县,高台
山丹县,山丹
平凉市,平凉
崆峒区,崆峒
泾川县,泾川
灵台县,灵台
崇信县,崇信
华亭县,华亭
庄浪县,庄浪
静宁县,静宁
酒泉市,酒泉
肃州区,肃州
金塔县,金塔
瓜州县,瓜州
肃北蒙古族自治县,肃北
阿克塞哈萨克族自治县,阿克塞
玉门市,玉门
敦煌市,敦煌
庆阳市,庆阳
西峰区,西峰
庆城县,庆城
环县,环县
华池县,华池
合水县,合水
正宁县,正宁
宁县,宁县
镇原县,镇原
定西市,定西
安定区,安定
通渭县,通渭
陇西县,陇西
渭源县,渭源
临洮县,临洮
漳县,漳县
岷县,岷县
陇南市,陇南
武都区,武都
成县,成县
文县,文县
宕昌县,宕昌
康县,康县
西和县,西和
礼县,礼县
徽县,徽县
两当县,两当
临夏回族自治州,临夏
临夏市,临夏
临夏县,临夏
康乐县,康乐
永靖县,永靖
广河县,广河
和政县,和政
东乡族自治县,东乡族
积石山保安族东乡族撒拉族自治县,积石山
甘南藏族自治州,甘南
合作市,合作
临潭县,临潭
卓尼县,卓尼
舟曲县,舟曲
迭部县,迭部
玛曲县,玛曲
碌曲县,碌曲
夏河县,夏河
青海省,青海
西宁市,西宁
城东区,城东
城中区,城中
城西区,城西
城北区,城北
大通回族土族自治县,大通
湟中县,湟中
湟源县,湟源
海东市,海东
乐都区,乐都
平安县,平安
民和回族土族自治县,民和
互助土族自治县,互助
化隆回族自治县,化隆
循化撒拉族自治县,循化
海北藏族自治州,海北
门源回族自治县,门源
祁连县,祁连
海晏县,海晏
刚察县,刚察
黄南藏族自治州,黄南
同仁县,同仁
尖扎县,尖扎
泽库县,泽库
河南蒙古族自治县,河南
海南藏族自治州,海南
共和县,共和
同德县,同德
贵德县,贵德
兴海县,兴海
贵南县,贵南
果洛藏族自治州,果洛
玛沁县,玛沁
班玛县,班玛
甘德县,甘德
达日县,达日
久治县,久治
玛多县,玛多
玉树藏族自治州,玉树
玉树市,玉树
杂多县,杂多
称多县,称多
治多县,治多
囊谦县,囊谦
曲麻莱县,曲麻莱
海西蒙古族藏族自治州,海西
格尔木市,格尔木
德令哈市,德令哈
乌兰县,乌兰
都兰县,都兰
天峻县,天峻
宁夏回族自治区,宁夏
银川市,银川
兴庆区,兴庆
西夏区,西夏
金凤区,金凤
永宁县,永宁
贺兰县,贺兰
灵武市,灵武
石嘴山市,石嘴山
大武口区,大武口
惠农区,惠农
平罗县,平罗
吴忠市,吴忠
利通区,利通
红寺堡区,红寺堡
盐池县,盐池
同心县,同心
青铜峡市,青铜峡
固原市,固原
原州区,原州
西吉县,西吉
隆德县,隆德
泾源县,泾源
彭阳县,彭阳
中卫市,中卫
沙坡头区,沙坡头
中宁县,中宁
海原县,海原
新疆维吾尔自治区,新疆
乌鲁木齐市,乌鲁木齐
天山区,天山
沙依巴克区,沙依巴克
新市区,新市
水磨沟区,水磨沟
头屯河区,头屯河
达坂城区,达坂城
米东区,米东
乌鲁木齐县,乌鲁木齐
克拉玛依市,克拉玛依
独山子区,独山子
克拉玛依区,克拉玛依
白碱滩区,白碱滩
乌尔禾区,乌尔禾
吐鲁番地区,吐鲁番
吐鲁番市,吐鲁番
鄯善县,鄯善
托克逊县,托克逊
哈密地区,哈密
哈密市,哈密
巴里坤哈萨克自治县,巴里坤
伊吾县,伊吾
昌吉回族自治州,昌吉
昌吉市,昌吉
阜康市,阜康
呼图壁县,呼图壁
玛纳斯县,玛纳斯
奇台县,奇台
吉木萨尔县,吉木萨尔
木垒哈萨克自治县,木垒
博尔塔拉蒙古自治州,博尔塔拉
博乐市,博乐
阿拉山口市,阿拉山口
精河县,精河
温泉县,温泉
巴音郭楞蒙古自治州,巴音郭楞
库尔勒市,库尔勒
轮台县,轮台
尉犁县,尉犁
若羌县,若羌
且末县,且末
焉耆回族自治县,焉耆
和静县,和静
和硕县,和硕
博湖县,博湖
阿克苏地区,阿克苏
阿克苏市,阿克苏
温宿县,温宿
库车县,库车
沙雅县,沙雅
新和县,新和
拜城县,拜城
乌什县,乌什
阿瓦提县,阿瓦提
柯坪县,柯坪
克孜勒苏柯尔克孜自治州,克孜勒苏
阿图什市,阿图什
阿克陶县,阿克陶
阿合奇县,阿合奇
乌恰县,乌恰
喀什地区,喀什
喀什市,喀什
疏附县,疏附
疏勒县,疏勒
英吉沙县,英吉沙
泽普县,泽普
莎车县,莎车
叶城县,叶城
麦盖提县,麦盖提
岳普湖县,岳普湖
伽师县,伽师
巴楚县,巴楚
塔什库尔干塔吉克自治县,塔什库尔干塔吉克
和田地区,和田
和田市,和田市
和田县,和田县
墨玉县,墨玉
皮山县,皮山
洛浦县,洛浦
策勒县,策勒
于田县,于田
民丰县,民丰
伊犁哈萨克自治州,伊犁
伊宁市,伊宁
奎屯市,奎屯
霍尔果斯市,霍尔果斯
伊宁县,伊宁
察布查尔锡伯自治县,察布查尔锡伯
霍城县,霍城
巩留县,巩留
新源县,新源
昭苏县,昭苏
特克斯县,特克斯
尼勒克县,尼勒克
塔城地区,塔城
塔城市,塔城
乌苏市,乌苏
额敏县,额敏
沙湾县,沙湾
托里县,托里
裕民县,裕民
和布克赛尔蒙古自治县,和布克赛尔
阿勒泰地区,阿勒泰
阿勒泰市,阿勒泰
布尔津县,布尔津
富蕴县,富蕴
福海县,福海
哈巴河县,哈巴河
青河县,青河
吉木乃县,吉木乃
直辖县级, 
石河子市,石河子
阿拉尔市,阿拉尔
图木舒克市,图木舒克
五家渠市,五家渠
北屯市,北屯
铁门关市,铁门关
双河市,双河
台湾,台湾
台北市,台北
松山区,松山
信义区,信义
大安区,大安
中山区,中山
中正区,中正
大同区,大同
万华区,万华
文山区,文山
南港区,南港
内湖区,内湖
士林区,士林
北投区,北投
高雄市,高雄
盐埕区,盐埕
鼓山区,鼓山
左营区,左营
楠梓区,楠梓
三民区,三民
新兴区,新兴
前金区,前金
苓雅区,苓雅
前镇区,前镇
旗津区,旗津
小港区,小港
凤山区,凤山
林园区,林园
大寮区,大寮
大树区,大树
大社区,大社
仁武区,仁武
鸟松区,鸟松
冈山区,冈山
桥头区,桥头
燕巢区,燕巢
田寮区,田寮
阿莲区,阿莲
路竹区,路竹
湖内区,湖内
茄萣区,茄萣
永安区,永安
弥陀区,弥陀
梓官区,梓官
旗山区,旗山
美浓区,美浓
六龟区,六龟
甲仙区,甲仙
杉林区,杉林
内门区,内门
茂林区,茂林
桃源区,桃源
那玛夏区,那玛夏
基隆市,基隆
中正区,中正
七堵区,七堵
暖暖区,暖暖
仁爱区,仁爱
中山区,中山
安乐区,安乐
信义区,信义
台中市,台中
中区,中区
东区,东区
南区,南区
西区,西区
北区,北区
西屯区,西屯
南屯区,南屯
北屯区,北屯
丰原区,丰原
东势区,东势
大甲区,大甲
清水区,清水
沙鹿区,沙鹿
梧栖区,梧栖
后里区,后里
神冈区,神冈
潭子区,潭子
大雅区,大雅
新社区,新社
石冈区,石冈
外埔区,外埔
大安区,大安
乌日区,乌日
大肚区,大肚
龙井区,龙井
雾峰区,雾峰
太平区,太平
大里区,大里
和平区,和平
台南市,台南
东区,东区
南区,南区
北区,北区
安南区,安南
安平区,安平
中西区,中西
新营区,新营
盐水区,盐水
白河区,白河
柳营区,柳营
后壁区,后壁
东山区,东山
麻豆区,麻豆
下营区,下营
六甲区,六甲
官田区,官田
大内区,大内
佳里区,佳里
学甲区,学甲
西港区,西港
七股区,七股
将军区,将军
北门区,北门
新化区,新化
善化区,善化
新市区,新市
安定区,安定
山上区,山上
玉井区,玉井
楠西区,楠西
南化区,南化
左镇区,左镇
仁德区,仁德
归仁区,归仁
关庙区,关庙
龙崎区,龙崎
永康区,永康
新竹市,新竹
东区,东区
北区,北区
香山区,香山
嘉义市,嘉义
东区,东区
西区,西区
新北市,新北
板桥区,板桥
三重区,三重
中和区,中和
永和区,永和
新庄区,新庄
新店区,新店
树林区,树林
莺歌区,莺歌
三峡区,三峡
淡水区,淡水
汐止区,汐止
瑞芳区,瑞芳
土城区,土城
芦洲区,芦洲
五股区,五股
泰山区,泰山
林口区,林口
深坑区,深坑
石碇区,石碇
坪林区,坪林
三芝区,三芝
石门区,石门
八里区,八里
平溪区,平溪
双溪区,双溪
贡寮区,贡寮
金山区,金山
万里区,万里
乌来区,乌来
宜兰县,宜兰
宜兰市,宜兰
罗东镇,罗东
苏澳镇,苏澳
头城镇,头城
礁溪乡,礁溪
壮围乡,壮围
员山乡,员山
冬山乡,冬山
五结乡,五结
三星乡,三星
大同乡,大同
南澳乡,南澳
桃园县,桃园
桃园市,桃园
中坜市,中坜
平镇市,平镇
八德市,八德
杨梅市,杨梅
芦竹市,芦竹
大溪镇,大溪
大园乡,大园
龟山乡,龟山
龙潭乡,龙潭
新屋乡,新屋
观音乡,观音
复兴乡,复兴
新竹县,新竹
竹北市,竹北
竹东镇,竹东
新埔镇,新埔
关西镇,关西
湖口乡,湖口
新丰乡,新丰
芎林乡,芎林
横山乡,横山
北埔乡,北埔
宝山乡,宝山
峨眉乡,峨眉
尖石乡,尖石
五峰乡,五峰
苗栗县,苗栗
苗栗市,苗栗
苑里镇,苑里
通霄镇,通霄
竹南镇,竹南
头份镇,头份
后龙镇,后龙
卓兰镇,卓兰
大湖乡,大湖
公馆乡,公馆
铜锣乡,铜锣
南庄乡,南庄
头屋乡,头屋
三义乡,三义
西湖乡,西湖
造桥乡,造桥
三湾乡,三湾
狮潭乡,狮潭
泰安乡,泰安
彰化县,彰化
彰化市,彰化市
鹿港镇,鹿港
和美镇,和美
线西乡,线西
伸港乡,伸港
福兴乡,福兴
秀水乡,秀水
花坛乡,花坛
芬园乡,芬园
员林镇,员林
溪湖镇,溪湖
田中镇,田中
大村乡,大村
埔盐乡,埔盐
埔心乡,埔心
永靖乡,永靖
社头乡,社头
二水乡,二水
北斗镇,北斗
二林镇,二林
田尾乡,田尾
埤头乡,埤头
芳苑乡,芳苑
大城乡,大城
竹塘乡,竹塘
溪州乡,溪州
南投县,南投
南投市,南投市
埔里镇,埔里
草屯镇,草屯
竹山镇,竹山
集集镇,集集
名间乡,名间
鹿谷乡,鹿谷
中寮乡,中寮
鱼池乡,鱼池
国姓乡,国姓
水里乡,水里
信义乡,信义
仁爱乡,仁爱
云林县,云林
斗六市,斗六
斗南镇,斗南
虎尾镇,虎尾
西螺镇,西螺
土库镇,土库
北港镇,北港
古坑乡,古坑
大埤乡,大埤
莿桐乡,莿桐
林内乡,林内
二仑乡,二仑
仑背乡,仑背
麦寮乡,麦寮
东势乡,东势
褒忠乡,褒忠
台西乡,台西
元长乡,元长
四湖乡,四湖
口湖乡,口湖
水林乡,水林
嘉义县,嘉义
太保市,太保
朴子市,朴子
布袋镇,布袋
大林镇,大林
民雄乡,民雄
溪口乡,溪口
新港乡,新港
六脚乡,六脚
东石乡,东石
义竹乡,义竹
鹿草乡,鹿草
水上乡,水上
中埔乡,中埔
竹崎乡,竹崎
梅山乡,梅山
番路乡,番路
大埔乡,大埔
阿里山乡,阿里山
屏东县,屏东
屏东市,屏东
潮州镇,潮州
东港镇,东港
恒春镇,恒春
万丹乡,万丹
长治乡,长治
麟洛乡,麟洛
九如乡,九如
里港乡,里港
盐埔乡,盐埔
高树乡,高树
万峦乡,万峦
内埔乡,内埔
竹田乡,竹田
新埤乡,新埤
枋寮乡,枋寮
新园乡,新园
崁顶乡,崁顶
林边乡,林边
南州乡,南州
佳冬乡,佳冬
琉球乡,琉球
车城乡,车城
满州乡,满州
枋山乡,枋山
三地门乡,三地门
雾台乡,雾台
玛家乡,玛家
泰武乡,泰武
来义乡,来义
春日乡,春日
狮子乡,狮子
牡丹乡,牡丹
台东县,台东
台东市,台东
成功镇,成功
关山镇,关山
卑南乡,卑南
鹿野乡,鹿野
池上乡,池上
东河乡,东河
长滨乡,长滨
太麻里乡,太麻里
大武乡,大武
绿岛乡,绿岛
海端乡,海端
延平乡,延平
金峰乡,金峰
达仁乡,达仁
兰屿乡,兰屿
花莲县,花莲
花莲市,花莲
凤林镇,凤林
玉里镇,玉里
新城乡,新城
吉安乡,吉安
寿丰乡,寿丰
光复乡,光复
丰滨乡,丰滨
瑞穗乡,瑞穗
富里乡,富里
秀林乡,秀林
万荣乡,万荣
卓溪乡,卓溪
澎湖县,澎湖
马公市,马公
湖西乡,湖西
白沙乡,白沙
西屿乡,西屿
望安乡,望安
七美乡,七美
金门县,金门
金城镇,金城
金湖镇,金湖
金沙镇,金沙
金宁乡,金宁
烈屿乡,烈屿
乌丘乡,乌丘
连江县,连江
南竿乡,南竿
北竿乡,北竿
莒光乡,莒光
东引乡,东引
香港特别行政区,香港
香港岛,香港岛
中西区,中西区
湾仔区,湾仔区
东区,东区
南区,南区
九龙,九龙
油尖旺区,油尖旺
深水埗区,深水埗
九龙城区,九龙城
黄大仙区,黄大仙
观塘区,观塘
新界,新界
荃湾区,荃湾
屯门区,屯门
元朗区,元朗
北区,北区
大埔区,大埔
西贡区,西贡
沙田区,沙田
葵青区,葵青
离岛区,离岛
澳门特别行政区,澳门
澳门半岛,澳门半岛
花地玛堂区,花地玛堂区
圣安多尼堂区,圣安多尼堂区
大堂区,大堂
望德堂区,望德堂区
风顺堂区,风顺堂区
氹仔岛,氹仔岛
嘉模堂区,嘉模堂区
路环岛,路环岛
圣方济各堂区,圣方济各堂区
钓鱼岛,钓鱼岛
